1,1,1,1,1,1,1,1,1,1
-1552.736842,-117.5263158,-498.7368421,-324.5263158,-1376.315789,-685.1052632,-1179.052632,-1071.526316,-3430.526316,-5110.315789
-1036.736842,332.4736842,-430.7368421,-98.52631579,-547.3157895,-149.1052632,-403.0526316,156.4736842,-1156.526316,-991.3157895
-925.7368421,-210.5263158,-352.7368421,-220.5263158,-688.3157895,-347.1052632,-308.0526316,-660.5263158,-468.5263158,-578.3157895
-709.7368421,227.4736842,-217.7368421,110.4736842,-431.3157895,-105.1052632,-350.0526316,536.4736842,-620.5263158,-684.3157895
-282.7368421,-61.52631579,-194.7368421,-13.52631579,-121.3157895,-98.10526316,-240.0526316,-276.5263158,-313.5263158,-480.3157895
-553.7368421,173.4736842,-104.7368421,75.47368421,-299.3157895,64.89473684,-33.05263158,739.4736842,-162.5263158,-226.3157895
-579.7368421,-83.52631579,18.26315789,-50.52631579,-388.3157895,-75.10526316,-44.05263158,-199.5263158,-80.52631579,-182.3157895
-368.7368421,12.47368421,-246.7368421,-37.52631579,-69.31578947,226.8947368,-130.0526316,784.4736842,-368.5263158,-321.3157895
-635.7368421,-227.5263158,49.26315789,-9.526315789,-354.3157895,-1.105263158,-64.05263158,-207.5263158,128.4736842,132.6842105
-193.7368421,87.47368421,-247.7368421,-77.52631579,-163.3157895,137.8947368,-60.05263158,-277.5263158,249.4736842,-212.3157895
162.2631579,-6.526315789,-114.7368421,26.47368421,23.68421053,-146.1052632,-104.0526316,-89.52631579,-371.5263158,-159.3157895
67.26315789,-113.5263158,-72.73684211,-17.52631579,49.68421053,-100.1052632,79.94736842,-269.5263158,-174.5263158,-132.3157895
-53.73684211,41.47368421,103.2631579,-3.526315789,36.68421053,-95.10526316,27.94736842,-206.5263158,-69.52631579,-97.31578947
278.2631579,-201.5263158,94.26315789,-22.52631579,193.6842105,29.89473684,134.9473684,-124.5263158,389.4736842,-79.31578947
-263.7368421,8.473684211,42.26315789,-37.52631579,-138.3157895,79.89473684,-75.05263158,-114.5263158,-78.52631579,47.68421053
87.26315789,-189.5263158,60.26315789,-18.52631579,19.68421053,-53.10526316,-28.05263158,-232.5263158,175.4736842,234.6842105
-94.73684211,-122.5263158,42.26315789,14.47368421,-6.315789474,-55.10526316,25.94736842,-189.5263158,114.4736842,270.6842105
185.2631579,-42.52631579,79.26315789,-28.52631579,-0.315789474,54.89473684,90.94736842,330.4736842,-3.526315789,203.6842105
-41.73684211,-42.52631579,65.26315789,50.47368421,189.6842105,72.89473684,82.94736842,-63.52631579,169.4736842,242.6842105
213.2631579,-34.52631579,175.2631579,-37.52631579,34.68421053,-92.10526316,52.94736842,-58.52631579,-124.5263158,198.6842105
194.2631579,193.4736842,-94.73684211,89.47368421,64.68421053,-2.105263158,22.94736842,-121.5263158,-94.52631579,-77.31578947
375.2631579,129.4736842,13.26315789,5.473684211,150.6842105,-59.10526316,9.947368421,-180.5263158,97.47368421,30.68421053
781.2631579,32.47368421,59.26315789,11.47368421,371.6842105,27.89473684,-39.05263158,364.4736842,240.4736842,169.6842105
441.2631579,385.4736842,79.26315789,67.47368421,284.6842105,-16.10526316,48.94736842,116.4736842,-36.52631579,-43.31578947
905.2631579,-90.52631579,37.26315789,69.47368421,246.6842105,67.89473684,174.9473684,-29.52631579,203.4736842,286.6842105
884.2631579,-18.52631579,109.2631579,-8.526315789,295.6842105,-18.10526316,154.9473684,-153.5263158,63.47368421,288.6842105
783.2631579,14.47368421,55.26315789,-26.52631579,314.6842105,16.89473684,94.94736842,76.47368421,-90.52631579,260.6842105
831.2631579,48.47368421,61.26315789,101.4736842,421.6842105,109.8947368,155.9473684,113.4736842,11.47368421,238.6842105
782.2631579,-71.52631579,418.2631579,126.4736842,360.6842105,88.89473684,295.9473684,563.4736842,584.4736842,624.6842105
570.2631579,23.47368421,244.2631579,128.4736842,281.6842105,182.8947368,255.9473684,-19.52631579,190.4736842,379.6842105
-150.7368421,187.4736842,390.2631579,270.4736842,209.6842105,165.8947368,290.9473684,-16.52631579,212.4736842,609.6842105
412.2631579,-82.52631579,333.2631579,92.47368421,211.6842105,144.8947368,333.9473684,-186.5263158,316.4736842,725.6842105
-14.73684211,-19.52631579,559.2631579,303.4736842,28.68421053,125.8947368,134.9473684,-11.52631579,335.4736842,748.6842105
406.2631579,80.47368421,496.2631579,39.47368421,215.6842105,169.8947368,304.9473684,-50.52631579,256.4736842,697.6842105
535.2631579,-39.52631579,422.2631579,242.4736842,342.6842105,136.8947368,357.9473684,11.47368421,556.4736842,803.6842105
620.2631579,-3.526315789,643.2631579,172.4736842,268.6842105,216.8947368,412.9473684,-16.52631579,585.4736842,1064.684211
277.2631579,100.4736842,650.2631579,376.4736842,181.6842105,280.8947368,389.9473684,64.47368421,573.4736842,1050.684211
1144.263158,291.4736842,771.2631579,418.4736842,431.6842105,265.8947368,405.9473684,472.4736842,436.4736842,1030.684211
1251.263158,173.4736842,1213.263158,461.4736842,515.6842105,488.8947368,671.9473684,1041.473684,570.4736842,1714.684211
1350.263158,509.4736842,1593.263158,803.4736842,528.6842105,502.8947368,893.9473684,1367.473684,737.4736842,2211.684211
2123.263158,867.4736842,2289.263158,1190.473684,673.6842105,911.8947368,1142.947368,1550.473684,924.4736842,3158.684211
3145.263158,1511.473684,3397.263158,1681.473684,874.6842105,1109.894737,1687.947368,2186.473684,999.4736842,3863.684211
4543.263158,2413.473684,4906.263158,2419.473684,1189.684211,1828.894737,2200.947368,3218.473684,1223.473684,5484.684211
6461.263158,3625.473684,6852.263158,3233.473684,1689.684211,2479.894737,2827.947368,4097.473684,1567.473684,7312.684211
8784.263158,5232.473684,9262.263158,4467.473684,2299.684211,3478.894737,3838.947368,5356.473684,2173.473684,9615.684211
11166.26316,6809.473684,12093.26316,5852.473684,3217.684211,4438.894737,4943.947368,6574.473684,3012.473684,12149.68421
13749.26316,8602.473684,14909.26316,7048.473684,4334.684211,5792.894737,5902.947368,7799.473684,4184.473684,14804.68421
16493.26316,10925.47368,17766.26316,8610.473684,5569.684211,6872.894737,6992.947368,8715.473684,5675.473684,17253.68421
19051.26316,13365.47368,20246.26316,9922.473684,7033.684211,7923.894737,7982.947368,9702.473684,6942.473684,19587.68421
21305.26316,15550.47368,22763.26316,11129.47368,8575.684211,9156.894737,9019.947368,10903.47368,8665.473684,21927.68421
23341.26316,17260.47368,25164.26316,12311.47368,10169.68421,10360.89474,10074.94737,11878.47368,10323.47368,24160.68421
25122.26316,19392.47368,27625.26316,13486.47368,11716.68421,11482.89474,10895.94737,12882.47368,12264.47368,26297.68421
26637.26316,21376.47368,29603.26316,14889.47368,13273.68421,12477.89474,11924.94737,13560.47368,13810.47368,28374.68421
28195.26316,23290.47368,31612.26316,15867.47368,14824.68421,13439.89474,12682.94737,14425.47368,15401.47368,30032.68421
29976.26316,24795.47368,33282.26316,16663.47368,16228.68421,14177.89474,13635.94737,15093.47368,16920.47368,31942.68421
31560.26316,26465.47368,34677.26316,17606.47368,17776.68421,14903.89474,14415.94737,15834.47368,18172.47368,33247.68421
32186.26316,27906.47368,36473.26316,18536.47368,19100.68421,16000.89474,15152.94737,16474.47368,19550.47368,34958.68421
33160.26316,29410.47368,37814.26316,19129.47368,20272.68421,16518.89474,15687.94737,16827.47368,20398.47368,35887.68421
34729.26316,30706.47368,38826.26316,19769.47368,21807.68421,17193.89474,16419.94737,17556.47368,21538.47368,37035.68421
35633.26316,31708.47368,39989.26316,20207.47368,22889.68421,17661.89474,16997.94737,17887.47368,22588.47368,38313.68421
36321.26316,33106.47368,41079.26316,21088.47368,24097.68421,18299.89474,17532.94737,18621.47368,23432.47368,39241.68421
37017.26316,33941.47368,42106.26316,21570.47368,25030.68421,18849.89474,18142.94737,18832.47368,24472.47368,40361.68421
37540.26316,35408.47368,42943.26316,21994.47368,26012.68421,19120.89474,18598.94737,19087.47368,25060.47368,40944.68421
38582.26316,36106.47368,43713.26316,22367.47368,27155.68421,19665.89474,19044.94737,19527.47368,26092.47368,41861.68421
38725.26316,36949.47368,44578.26316,23021.47368,27851.68421,20020.89474,19551.94737,19741.47368,26850.47368,42540.68421
39375.26316,37727.47368,45094.26316,23226.47368,28859.68421,20289.89474,19841.94737,20007.47368,27213.47368,43268.68421
39544.26316,38273.47368,45587.26316,23591.47368,29659.68421,20705.89474,20225.94737,20308.47368,28080.47368,44099.68421
40299.26316,39118.47368,46134.26316,23772.47368,30360.68421,20909.89474,20608.94737,20647.47368,28503.47368,44482.68421
40574.26316,39378.47368,46554.26316,24074.47368,31064.68421,21002.89474,20757.94737,20773.47368,28841.47368,45176.68421
