1,1,1,1,1,1,1,1
-543.5789474,295.0526316,208.4210526,-273.0526316,-1532.842105,325.5263158,-1426.631579,-3819.894737
-703.5789474,824.0526316,17.42105263,-4.052631579,-596.8421053,28.52631579,-875.6315789,-150.8947368
-126.5789474,323.0526316,136.4210526,-3.052631579,100.1578947,163.5263158,-137.6315789,52.10526316
-50.57894737,336.0526316,273.4210526,23.94736842,-143.8421053,293.5263158,-5.631578947,43.10526316
-44.57894737,928.0526316,227.4210526,46.94736842,4.157894737,103.5263158,20.36842105,13.10526316
227.4210526,-13.94736842,423.4210526,-49.05263158,242.1578947,32.52631579,147.3684211,20.10526316
33.42105263,139.0526316,164.4210526,-2.052631579,-153.8421053,-119.4736842,-33.63157895,102.1052632
-4.578947368,16.05263158,106.4210526,-42.05263158,-45.84210526,-56.47368421,88.36842105,-56.89473684
-35.57894737,161.0526316,75.42105263,-53.05263158,-4.842105263,0.526315789,-92.63157895,89.10526316
34.42105263,-88.94736842,154.4210526,-18.05263158,-123.8421053,-4.473684211,70.36842105,-84.89473684
-25.57894737,86.05263158,-149.5789474,-7.052631579,-165.8421053,-44.47368421,26.36842105,-44.89473684
-73.57894737,172.0526316,-0.578947368,-115.0526316,-10.84210526,-40.47368421,-195.6315789,26.10526316
-1.578947368,294.0526316,-34.57894737,129.9473684,199.1578947,91.52631579,-28.63157895,240.1052632
70.42105263,76.05263158,34.42105263,163.9473684,214.1578947,116.5263158,-126.6315789,235.1052632
-0.578947368,111.0526316,53.42105263,215.9473684,286.1578947,59.52631579,3.368421053,110.1052632
137.4210526,53.05263158,21.42105263,46.94736842,55.15789474,40.52631579,-14.63157895,21.10526316
-97.57894737,-91.94736842,-94.57894737,-1.052631579,-48.84210526,-14.47368421,-128.6315789,-174.8947368
85.42105263,18.05263158,-92.57894737,-82.05263158,23.15789474,-56.47368421,-60.63157895,-165.8947368
80.42105263,-57.94736842,-150.5789474,44.94736842,-181.8421053,-55.47368421,1.368421053,-140.8947368
105.4210526,-237.9473684,-194.5789474,52.94736842,-55.84210526,-78.47368421,-49.63157895,-24.89473684
-68.57894737,-156.9473684,-80.57894737,-44.05263158,-1.842105263,107.5263158,50.36842105,-35.89473684
-224.5789474,-228.9473684,-67.57894737,-93.05263158,-180.8421053,-50.47368421,51.36842105,-69.89473684
-24.57894737,-117.9473684,-6.578947368,-93.05263158,136.1578947,99.52631579,108.3684211,-54.89473684
-217.5789474,-131.9473684,-161.5789474,-55.05263158,-181.8421053,-27.47368421,183.3684211,10.10526316
-27.57894737,-148.9473684,-269.5789474,62.94736842,93.15789474,-9.473684211,-42.63157895,29.10526316
-17.57894737,-308.9473684,4.421052632,-38.05263158,-201.8421053,60.52631579,192.3684211,-196.8947368
-156.5789474,-234.9473684,-176.5789474,-89.05263158,-66.84210526,-79.47368421,145.3684211,-178.8947368
-191.5789474,-361.9473684,-157.5789474,-87.05263158,-68.84210526,-10.47368421,90.36842105,-183.8947368
0.421052632,-415.9473684,-176.5789474,-100.0526316,-61.84210526,-121.4736842,252.3684211,-84.89473684
-108.5789474,-304.9473684,-63.57894737,147.9473684,-323.8421053,-144.4736842,102.3684211,-173.8947368
