22.42105263,-163.9473684,-346.5789474,-113.0526316,-230.8421053,-19.47368421,305.3684211,-165.8947368
80.42105263,-427.9473684,-224.5789474,-51.05263158,-104.8421053,-78.47368421,288.3684211,-98.89473684
-81.57894737,-343.9473684,-366.5789474,-90.05263158,-253.8421053,-72.47368421,276.3684211,-101.8947368
-98.57894737,-391.9473684,-338.5789474,136.9473684,-174.8421053,-229.4736842,227.3684211,-150.8947368
355.4210526,-404.9473684,-131.5789474,129.9473684,-107.8421053,-0.473684211,228.3684211,-220.8947368
230.4210526,-262.9473684,-147.5789474,236.9473684,-206.8421053,-73.47368421,139.3684211,-26.89473684
576.4210526,-250.9473684,157.4210526,375.9473684,40.15789474,108.5263158,433.3684211,-175.8947368
1318.421053,92.05263158,551.4210526,786.9473684,147.1578947,441.5263158,414.3684211,-265.8947368
2540.421053,36.05263158,1319.421053,1363.947368,228.1578947,700.5263158,924.3684211,248.1052632
4062.421053,202.0526316,2138.421053,2242.947368,516.1578947,1248.526316,1313.368421,73.10526316
5843.421053,528.0526316,3643.421053,3426.947368,816.1578947,1733.526316,1912.368421,216.1052632
8022.421053,1208.052632,5371.421053,4878.947368,1299.157895,2790.526316,2931.368421,452.1052632
10284.42105,2334.052632,7903.421053,6611.947368,2391.157895,3788.526316,4472.368421,904.1052632
12790.42105,3900.052632,10787.42105,8322.947368,3768.157895,4743.526316,6064.368421,1654.105263
14875.42105,5504.052632,13702.42105,10242.94737,5190.157895,5738.526316,7993.368421,2694.105263
17559.42105,7711.052632,16805.42105,12031.94737,7509.157895,6980.526316,10450.36842,4111.105263
19481.42105,10338.05263,19909.42105,13674.94737,9921.157895,7963.526316,12819.36842,5424.105263
21788.42105,12706.05263,22415.42105,15195.94737,12407.15789,8946.526316,15397.36842,7355.105263
23818.42105,15521.05263,25075.42105,16706.94737,15030.15789,10163.52632,17767.36842,9129.105263
25346.42105,18280.05263,27341.42105,17992.94737,17481.15789,10702.52632,19727.36842,10972.10526
27110.42105,20434.05263,29339.42105,19169.94737,19812.15789,11635.52632,21948.36842,12711.10526
28427.42105,23065.05263,31522.42105,20358.94737,21824.15789,12501.52632,24150.36842,14332.10526
29968.42105,25152.05263,32943.42105,21358.94737,24038.15789,13102.52632,25930.36842,16042.10526
31072.42105,27423.05263,34570.42105,22231.94737,25914.15789,13825.52632,27620.36842,17514.10526
32520.42105,29228.05263,35907.42105,22802.94737,27600.15789,14358.52632,29501.36842,18854.10526
33399.42105,30597.05263,37171.42105,23742.94737,28999.15789,14791.52632,31189.36842,20120.10526
34292.42105,32088.05263,38287.42105,24276.94737,30464.15789,15450.52632,32859.36842,21050.10526
35304.42105,33696.05263,39116.42105,24723.94737,31638.15789,15847.52632,34055.36842,22222.10526
35686.42105,35638.05263,39790.42105,25134.94737,32722.15789,16225.52632,35023.36842,23053.10526
36413.42105,36885.05263,40497.42105,25582.94737,33689.15789,16473.52632,36170.36842,23922.10526
36973.42105,38057.05263,41122.42105,26100.94737,34663.15789,17000.52632,37207.36842,24489.10526
38045.42105,38751.05263,41572.42105,26229.94737,35505.15789,17291.52632,38453.36842,25323.10526
38458.42105,39691.05263,42123.42105,26558.94737,36257.15789,17485.52632,39426.36842,25659.10526
38504.42105,40578.05263,42607.42105,26797.94737,36644.15789,17732.52632,40458.36842,26347.10526
38941.42105,42120.05263,42803.42105,27028.94737,37421.15789,17942.52632,40541.36842,26982.10526
39191.42105,42612.05263,43081.42105,27184.94737,37927.15789,18214.52632,41505.36842,27226.10526
39557.42105,42697.05263,43568.42105,27416.94737,38256.15789,18380.52632,42739.36842,27697.10526
40018.42105,43476.05263,43705.42105,27510.94737,38623.15789,18447.52632,43127.36842,27936.10526
40216.42105,44125.05263,43807.42105,27667.94737,39147.15789,18477.52632,43575.36842,28334.10526
40203.42105,44979.05263,44077.42105,27663.94737,39298.15789,18363.52632,43523.36842,28683.10526
40334.42105,45145.05263,44275.42105,27952.94737,39519.15789,18494.52632,44179.36842,28708.10526
40862.42105,45305.05263,44474.42105,27989.94737,39861.15789,18647.52632,44603.36842,28880.10526
40592.42105,45584.05263,44751.42105,28075.94737,39871.15789,18507.52632,44855.36842,29028.10526
40608.42105,46199.05263,44748.42105,28233.94737,40180.15789,18386.52632,44598.36842,29157.10526
41053.42105,46259.05263,44909.42105,28381.94737,40491.15789,18616.52632,44851.36842,29516.10526
41395.42105,46430.05263,45041.42105,28481.94737,40519.15789,18600.52632,45006.36842,29575.10526
41301.42105,47056.05263,45251.42105,28607.94737,40611.15789,18476.52632,44827.36842,29665.10526
41007.42105,47209.05263,45395.42105,28616.94737,40685.15789,18571.52632,44890.36842,29781.10526
41709.42105,47117.05263,45371.42105,28613.94737,41093.15789,18788.52632,45203.36842,29929.10526
41464.42105,47215.05263,45667.42105,28695.94737,41107.15789,18741.52632,45430.36842,30094.10526
41520.42105,47931.05263,45505.42105,28778.94737,41308.15789,18828.52632,44998.36842,30007.10526
41852.42105,47744.05263,45648.42105,28673.94737,41377.15789,18872.52632,45349.36842,30179.10526
41640.42105,47993.05263,45969.42105,28935.94737,41550.15789,19004.52632,45665.36842,30356.10526
41873.42105,48352.05263,45795.42105,29008.94737,41626.15789,18913.52632,45392.36842,30227.10526
42071.42105,48194.05263,45839.42105,28893.94737,41654.15789,19013.52632,45513.36842,30189.10526
41984.42105,48067.05263,46188.42105,29011.94737,41699.15789,19165.52632,46129.36842,30117.10526
41902.42105,48713.05263,46161.42105,29092.94737,41755.15789,19042.52632,45823.36842,30045.10526
42443.42105,48555.05263,46063.42105,29114.94737,41963.15789,19070.52632,45973.36842,29842.10526
42229.42105,48410.05263,46378.42105,29119.94737,41985.15789,19292.52632,46453.36842,29996.10526
42305.42105,49348.05263,46069.42105,29196.94737,42324.15789,19229.52632,45741.36842,29691.10526
