                                'para_a'                                'para_b'                                'para_c'                                'para_d'                                'para_e'                                'para_f'                                'para_g'                                 'error'
                     -2.3684294235396623                     0.13268796829855148                      58.439518910843482                       1.074003481037894                                    49.0                    0.090496318123867159                      70.307526196997443                     0.99958081912394536
                     -1.6858907318497707                     0.06991276871678398                      22.284112063402997                    0.093699554247396941                      49.690848115711667                    0.066147489980151367                      66.842479414892466                     0.41736305836861648
                     -2.3471561226654662                     0.17429935604235516                      39.309250313259305                    0.054342017628807221                      52.575440541985479                     0.22383836726743692                      51.559617644715892                      0.8629041626724403
                     -2.1746581729700249                     0.26026821399368388                      78.875128974063415                     0.29875570211126617                                    49.0                    0.068250583879979676                      64.619531951590361                      1.9303967546987595
                      -1.311793996094712                    0.060032072924136946                      73.548810253902971                     0.37540161958689761                      45.189322930954724                     0.09632794164347469                      57.506345212489279                     0.54678348724120807
                     -1.4977914121406919                    0.071467672094514295                      39.956366743853948                    0.060792945608973172                      54.578543979158809                     0.15361950999834145                      53.574073819847868                     0.58806312371443648
                     -1.2431696582748444                     0.13847157977514155                      46.868864387737489                     0.29852171521394283                                    49.0                     0.04927598287082962                                    49.0                      1.1403176894025839
                     -1.3221759642128574                    0.079055107922208101                      61.855725542190783                     0.30089895408491202                      43.698784954818038                    0.081264808657401391                      52.112859854093557                      0.5337899268035885
                     -1.7147726458277581                    0.095587594709419285                      43.554176795945253                     0.83763624324387909                      40.785443636590813                     0.14029628187484858                      54.801810029633472                      0.8397127274276226
                     -1.4914354206173528                    0.091029994106182177                      92.581015972715207                    0.078683196970011623                      56.762565314202796                     0.26108230458471465                      49.686727452266368                     0.80311471610167129
