                                'para_a'                                'para_b'                                'para_c'                                'para_d'                                'para_e'                                'para_f'                                'para_g'                                 'error'
                    -0.41610106326893126                     0.29689736545205131                      108.36191643197292                     0.15285481980995777                      51.079086297119545                    -0.91020729117644683                      121.75534052003799                      3360.9725173360816
                    -0.41610106326893126                     0.29689736545205131                      108.36191643197292                     0.15285481980995777                      51.079086297119545                    -0.91020729117644683                      121.75534052003799                      3360.9725173360816
                  -0.0087238594158545856                     0.21883128118463277                      103.46917209119262                     0.52166683303457639                       37.84639834779955                    0.098970569849709047                      51.185157709416636                      606.30981128025519
                  -0.0087238594158545856                     0.21883128118463277                      103.46917209119262                     0.52166683303457639                       37.84639834779955                    0.098970569849709047                      51.185157709416636                      606.30981128025519
                                    -1.0                     0.32753242560639256                      63.963851681689285                     0.15797056364048187                      61.820372204070779                     0.72675935093662092                      48.554803855550823                      2808.7336031323516
                                    -1.0                     0.32753242560639256                      63.963851681689285                     0.15797056364048187                      61.820372204070779                     0.72675935093662092                      48.554803855550823                      2808.7336031323516
                                    -1.0                     0.19011520697645412                      61.244250608737055                       0.105416256354408                      53.500100126355214                     0.49462997679395837                      41.490786166205488                      381.01416555739854
                                    -1.0                     0.19011520697645412                      61.244250608737055                       0.105416256354408                      53.500100126355214                     0.49462997679395837                      41.490786166205488                      381.01416555739854
                                    -1.0                     0.17190665243484662                      30.747027060518825                     0.98562593839356194                      18.113120574188571                      0.2213378984518114                      62.114363486617549                      2468.1271839425235
                                    -1.0                     0.17190665243484662                      30.747027060518825                     0.98562593839356194                      18.113120574188571                      0.2213378984518114                      62.114363486617549                      2468.1271839425235
                                    -1.0                     0.22891044767146551                    -0.63822276191366689                     0.60406723772866722                      8.7129615769238669                      1.1000000000000001                      7.9551116131120025                      2664.3297298516254
                                    -1.0                     0.22891044767146551                    -0.63822276191366689                     0.60406723772866722                      8.7129615769238669                      1.1000000000000001    
