                                'para_a'                                'para_b'                                'para_c'                                'para_d'                                'para_e'                                'para_f'                                'para_g'                                 'error'
                                    -1.0                     0.49446551423158303                       45.60617402716359                                    -1.0                      112.05720963914543                     0.30182814765827354                      41.483320439899607                     0.59010007519772023
                    -0.62396738869961887                     0.13848906682029757                      83.924363035749991                    -0.21009311831856631                      164.21748083026731                     0.17699144968926447                      51.713318661665319                      0.4209517609606499
                                    -1.0                     0.13249250979377289                      89.979041923017263                     0.18938875227038818                      48.277773833996633                    -0.56267813882800843                      184.37754422001873                     0.42147009143130643
                                    -1.0                     0.35450391022137451                      31.178557314481765                     0.39661160058527389                      43.342371853324579                                    -1.0                      96.370335326144129                     0.52810038010106286
                                    -1.0                     0.32756349122655865                      26.862624112949192                      1.0374201236107294                      4.0986648802642129                     0.37323142766062328                      46.047955942408933                     0.48344323894400215
                     -0.5312548927425037                    0.073338217829603869                       36.66776410366316                     0.20622274910192059                      52.056759355464422                    0.073969207861589517                     0.17933217674629209                     0.18129319195136215
                    0.020938281186522155                    0.051200429446398223                      48.387963277185179                     0.13335315781853449                      47.971377759676251                      1.0088274010318439                      37.590693010194855                     0.09754083640776022
                    -0.57846749989786028                    0.066178896744851876                      51.621558397346007                     0.19595408555392441                      49.687654879069846                     -0.9081107125922887                      112.81484288368854                     0.22093100443725247
                    -0.73723736589309263                    0.042928208354873612                     0.87381759736367082                     0.72533393339554852                      61.157359824047539                    -0.51619147563211554                       88.67879366833499                    0.025312542303897394
                    -0.89170786048097939                    0.055504147216509862                     -1.0022592185399186                    -0.77150692688002476                      3.2972808535825462                    -0.66674680666191932                       5.444076545771467                    0.047046789181266611
